%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
27728000000,0,27728000000,imu_link,-0.00103372960531,-0.309268216783,0.00034146944825,0.950974229351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002490658388,-0.201256382345,0.00147001280378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3519383886,-0.020919435676,8.97440648241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27732000000,1,27732000000,imu_link,-0.00103018425691,-0.309651160744,0.000346106560256,0.950849608288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00227302927152,-0.201358604046,0.0014800022283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35776138486,-0.020774401951,8.96796732527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27736000000,2,27736000000,imu_link,-0.00102695356075,-0.310034379778,0.000350639914083,0.950724726603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00210718951424,-0.20152962413,0.00147929264471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36257674346,-0.0203579833486,8.96167363258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27740000000,3,27740000000,imu_link,-0.001023830058,-0.310418054838,0.000355108338024,0.950599524985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00204592432069,-0.201795944822,0.00146486617252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3670188199,-0.020284565992,8.95648568165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27744000000,4,27744000000,imu_link,-0.0010201919147,-0.310802856507,0.000359708822406,0.95047378407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00231055373696,-0.202415284584,0.00144727663582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37253706073,-0.0205654940666,8.96086014238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27748000000,5,27748000000,imu_link,-0.00101540019853,-0.311189076029,0.000364645691333,0.950347407507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00291046956392,-0.203188260524,0.0014272631922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3787019794,-0.0209847718665,8.96081763198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27752000000,6,27752000000,imu_link,-0.00100891782749,-0.311576834844,0.000370046899575,0.950220353991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00378544869873,-0.204025566759,0.0013841902829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38468120369,-0.0213443842457,8.96029126275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27756000000,7,27756000000,imu_link,-0.0010010894287,-0.311965800719,0.00037580167509,0.950092730093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044795308632,-0.204688339078,0.0013419747779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38997543841,-0.0212765999801,8.95201731369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27760000000,8,27760000000,imu_link,-0.000992758003219,-0.312355353731,0.000381707982417,0.949964737096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474183317951,-0.205025000576,0.00133527131835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39584941268,-0.0210391411157,8.94798467244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27764000000,9,27764000000,imu_link,-0.000984392895704,-0.312745155811,0.000387617138057,0.949836485002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00475810025226,-0.205183776316,0.00133128965299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40302656768,-0.0210708920932,8.94327785421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
