%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
20316000000,0,20316000000,imu_link,-0.000823319218177,-0.268943533559,-8.62365502423e-05,0.963155589957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00231279820887,-0.206365793442,-0.00059444705269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.618096706,-0.0111267521503,9.19957526844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20320000000,1,20320000000,imu_link,-0.000816239952302,-0.269341383127,-8.54781455155e-05,0.963044415269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00348259002953,-0.206545399285,-0.000755302836824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62533901678,-0.0110902004454,9.19314209644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20324000000,2,20324000000,imu_link,-0.000806972757053,-0.269739173429,-8.44154434478e-05,0.96293308178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045770392955,-0.206538277688,-0.000903409483082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63333521252,-0.0109467265978,9.18955807915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20328000000,3,20328000000,imu_link,-0.000796148957475,-0.270136354838,-8.31538809999e-05,0.962821743121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00535328469398,-0.206245827847,-0.00101735799404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64230041744,-0.0105385160013,9.18716731609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20332000000,4,20332000000,imu_link,-0.00078477103115,-0.270532876577,-8.18677033085e-05,0.962710413428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056233482339,-0.205927030647,-0.00108008987203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64965054265,-0.00995833084424,9.182617428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20336000000,5,20336000000,imu_link,-0.000773709592829,-0.270928567736,-8.06700780017e-05,0.962599140894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00545901533316,-0.205519473897,-0.00107957657129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65773193221,-0.00948074071121,9.18148037106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20340000000,6,20340000000,imu_link,-0.000763711585097,-0.271323255815,-7.96542164945e-05,0.962487974602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00492256473816,-0.205022272057,-0.00102261020972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66636129643,-0.00925933221637,9.18077989497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20344000000,7,20344000000,imu_link,-0.00075543053167,-0.271717240182,-7.89238097521e-05,0.962376830812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00405754603608,-0.204680521335,-0.000926789161675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67436421139,-0.00954947991981,9.18137277484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20348000000,8,20348000000,imu_link,-0.000748870672993,-0.272110695714,-7.84243352262e-05,0.96226566099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00319792215524,-0.204429569411,-0.000803873193176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68111449436,-0.0104076480287,9.17793655619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20352000000,9,20352000000,imu_link,-0.00074371818479,-0.272503560997,-7.80773760243e-05,0.962154483454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00250001339811,-0.204146628835,-0.0006855523258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6876989307,-0.0110319665891,9.17236199756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20356000000,10,20356000000,imu_link,-0.000739633031854,-0.272895671866,-7.78478801822e-05,0.96204334578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00197052342609,-0.203778264028,-0.000596352844633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69419392855,-0.0111761637663,9.1677222701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20360000000,11,20360000000,imu_link,-0.000736697264298,-0.273286659153,-7.77660129318e-05,0.961932353733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00139751061939,-0.203217916038,-0.000510113054139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69972762044,-0.0110861559826,9.16176407872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
