%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
27136000000,0,27136000000,imu_link,-0.00129768908914,-0.357968972426,-0.000191900750116,0.933732560189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00101750351242,-0.191600606593,-0.00148348963396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09802583146,-0.0135030407792,8.56727114598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27140000000,1,27140000000,imu_link,-0.00130045095587,-0.358322922918,-0.000195306539657,0.933596783196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019531425605,-0.18954759354,-0.00133840378997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10123983886,-0.0136680417008,8.55628853962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27144000000,2,27144000000,imu_link,-0.00130484285347,-0.358672208026,-0.000199040357484,0.933462642508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00277220004642,-0.187076582711,-0.00119629480164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10704220521,-0.0141167387864,8.54532331395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27148000000,3,27148000000,imu_link,-0.00131041093925,-0.359016261402,-0.000202983020664,0.933330362557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00335792413812,-0.184301052119,-0.00107923797599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11223083924,-0.0147043180427,8.53244397341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27152000000,4,27152000000,imu_link,-0.00131690460291,-0.359354587263,-0.000207025781469,0.933200141189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00380705996245,-0.181258716006,-0.000955839660413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11573322322,-0.0148124789515,8.51644795272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27156000000,5,27156000000,imu_link,-0.00132416371292,-0.359686846397,-0.000211089481602,0.933072116484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00416716120889,-0.178033354774,-0.000823854578889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11883054955,-0.0145034842114,8.5026312524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27160000000,6,27160000000,imu_link,-0.0013321125205,-0.360012647771,-0.000215161503679,0.932946446816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00448954900495,-0.174597105749,-0.000699175357242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12158748778,-0.0142155533077,8.48938537994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27164000000,7,27164000000,imu_link,-0.00134063974214,-0.360331431313,-0.000219223580195,0.932823356394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00475661047634,-0.170859262222,-0.00058546607357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12403099632,-0.0138265215111,8.47522677802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27168000000,8,27168000000,imu_link,-0.00134980763939,-0.360642047732,-0.00022330457893,0.932703297712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00505770117808,-0.1665038623,-0.000473056931688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12775856093,-0.0138940457234,8.46439337459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27172000000,9,27172000000,imu_link,-0.00135973655322,-0.360943300675,-0.000227431034774,0.93258674293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00541948004904,-0.161505416213,-0.000350317966662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12933881415,-0.0141076159767,8.44858730192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27176000000,10,27176000000,imu_link,-0.00137054219439,-0.361234197404,-0.000231632966748,0.932474086817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0058404405788,-0.155972831108,-0.000219803349765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13134221589,-0.0144003087838,8.43289334133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27180000000,11,27180000000,imu_link,-0.00138204861588,-0.361514237663,-0.000235892081286,0.932365534683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00617594348972,-0.150169934404,-0.000111976129508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13216546589,-0.0147171013451,8.419417822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27184000000,12,27184000000,imu_link,-0.00139420285083,-0.361783507684,-0.000240224390137,0.932261064326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00648962304531,-0.144411250265,-2.10772333168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13172603028,-0.0149307010228,8.40733416888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27188000000,13,27188000000,imu_link,-0.00140684106792,-0.362042418524,-0.000244658663136,0.932160527018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00673216888771,-0.138871049787,2.66363501481e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13220928037,-0.015128002369,8.40070491638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27192000000,14,27192000000,imu_link,-0.00141980449032,-0.36229130114,-0.000249287249704,0.932063804216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00691745907456,-0.133506488644,2.46037351647e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13476444915,-0.0154772635118,8.39069324659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27196000000,15,27196000000,imu_link,-0.00143273243109,-0.362530372895,-0.000254021999087,0.931970821152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00691872242693,-0.128256796738,-4.60113435884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13871868835,-0.0156319010412,8.37959226965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27200000000,16,27200000000,imu_link,-0.00144522850434,-0.362759879185,-0.000258708224319,0.931881491628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0067072803487,-0.123137149271,-9.43659284239e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14391693835,-0.0154988092857,8.37405322605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
